#    time               <x>               <y>             var_x             var_y             var_r            <mv_x>            <mv_y>           var_mvx           var_mvy            var_mv                        E                     E-E0              <Px>            var_Px            var_Py             var_P               err
16.587609   6.394135982e-01  -7.685231697e-01   1.467712439e+00   1.113412454e+00   2.581124892e+00  -7.685231697e-01  -6.393883302e-01   4.251639722e-01   4.808459213e-01   9.060098935e-01   9.5273151831051139e-01  -3.3550939804172231e-13  -5.294922541e-15   3.018983425e-01   4.808459213e-01   7.827442637e-01  -3.999023335e-13
16.619025   6.149622513e-01  -7.882277504e-01   1.462134912e+00   1.089389951e+00   2.551524863e+00  -7.882277504e-01  -6.149412681e-01   4.158968606e-01   4.901025578e-01   9.059994184e-01   9.5273151831032998e-01  -5.1691984026547289e-13  -3.795306379e-15   3.018983425e-01   4.901025578e-01   7.920009002e-01  -4.072298054e-13
16.650441   5.899041323e-01  -8.071547102e-01   1.456047648e+00   1.065146347e+00   2.521193995e+00  -8.071547102e-01  -5.898875080e-01   4.067755249e-01   4.992136402e-01   9.059891651e-01   9.5273151831038083e-01  -4.6607162573764072e-13  -2.606122337e-15   3.018983425e-01   4.992136402e-01   8.011119827e-01  -3.850253449e-13
16.681857   5.642639622e-01  -8.252853758e-01   1.449429682e+00   1.040732551e+00   2.490162233e+00  -8.252853758e-01  -5.642517653e-01   3.978359635e-01   5.081432082e-01   9.059791717e-01   9.5273151831039271e-01  -4.5419223937415154e-13  -3.591100046e-15   3.018983425e-01   5.081432082e-01   8.100415507e-01  -3.360645096e-13
16.713273   5.380670362e-01  -8.426018594e-01   1.442261110e+00   1.016199107e+00   2.458460216e+00  -8.426018594e-01  -5.380593303e-01   3.891134593e-01   5.168560153e-01   9.059694746e-01   9.5273151831041891e-01  -4.2799097599299785e-13  -2.651315260e-15   3.018983425e-01   5.168560153e-01   8.187543578e-01  -4.041211810e-13
16.744689   5.113391986e-01  -8.590870766e-01   1.434523214e+00   9.915960355e-01   2.426119249e+00  -8.590870766e-01  -5.113360423e-01   3.806424402e-01   5.253176685e-01   9.059601087e-01   9.5273151831036751e-01  -4.7939430203314259e-13  -2.290047178e-15   3.018983425e-01   5.253176685e-01   8.272160109e-01  -3.886890809e-13
16.776105   4.841068179e-01  -8.747247629e-01   1.426198582e+00   9.669726869e-01   2.393171269e+00  -8.747247629e-01  -4.841082652e-01   3.724563435e-01   5.334947637e-01   9.059511072e-01   9.5273151831035918e-01  -4.8772097471783127e-13  -4.911116019e-15   3.018983425e-01   5.334947637e-01   8.353931062e-01  -3.517186542e-13
16.807521   4.563967601e-01  -8.894994899e-01   1.417271225e+00   9.423775898e-01   2.359648814e+00  -8.894994899e-01  -4.564028607e-01   3.645874832e-01   5.413550184e-01   9.059425016e-01   9.5273151831037128e-01  -4.7561954374941706e-13  -4.641052030e-15   3.018983425e-01   5.413550184e-01   8.432533609e-01  -3.093081347e-13
16.838937   4.282363625e-01  -9.033966808e-01   1.407726685e+00   9.178583090e-01   2.325584994e+00  -9.033966808e-01  -4.282471618e-01   3.570669225e-01   5.488673990e-01   9.059343215e-01   9.5273151831043912e-01  -4.0778491694482000e-13  -1.943810091e-15   3.018983425e-01   5.488673990e-01   8.507657415e-01  -3.688160888e-13
16.870353   3.996534069e-01  -9.164026242e-01   1.397552147e+00   8.934613059e-01   2.291013453e+00  -9.164026242e-01  -3.996689465e-01   3.499243512e-01   5.560022436e-01   9.059265948e-01   9.5273151831040337e-01  -4.4353409833775004e-13   9.947483323e-16   3.018983425e-01   5.560022436e-01   8.579005861e-01  -3.314015729e-13
16.901768   3.706760917e-01  -9.285044884e-01   1.386736533e+00   8.692318047e-01   2.255968338e+00  -9.285044884e-01  -3.706964096e-01   3.431879680e-01   5.627313793e-01   9.059193474e-01   9.5273151831041691e-01  -4.2998937743732313e-13  -4.196309070e-16   3.018983425e-01   5.627313793e-01   8.646297218e-01  -3.315125952e-13
16.933184   3.413330047e-01  -9.396903332e-01   1.375270602e+00   8.452136643e-01   2.220484266e+00  -9.396903332e-01  -3.413581355e-01   3.368843693e-01   5.690282340e-01   9.059126033e-01   9.5273151831040137e-01  -4.4553249978207532e-13  -5.024345187e-16   3.018983425e-01   5.690282340e-01   8.709265765e-01  -2.873257188e-13
16.964600   3.116530944e-01  -9.499491226e-01   1.363147033e+00   8.214492554e-01   2.184596288e+00  -9.499491226e-01  -3.116830693e-01   3.310384436e-01   5.748679411e-01   9.059063847e-01   9.5273151831040115e-01  -4.4575454438700035e-13  -3.473720372e-15   3.018983425e-01   5.748679411e-01   8.767662836e-01  -3.422817585e-13
16.996016   2.816656416e-01  -9.592707349e-01   1.350360509e+00   7.979793451e-01   2.148339854e+00  -9.592707349e-01  -2.817004892e-01   3.256732733e-01   5.802274386e-01   9.059007119e-01   9.5273151831045244e-01  -3.9446224064931812e-13  -2.930204434e-15   3.018983425e-01   5.802274386e-01   8.821257810e-01  -2.650102360e-13
17.027432   2.514002307e-01  -9.676459733e-01   1.336907791e+00   7.748429882e-01   2.111750779e+00  -9.676459733e-01  -2.514399764e-01   3.208100436e-01   5.850855595e-01   9.058956031e-01   9.5273151831043212e-01  -4.1477932199995848e-13  -2.086658549e-15   3.018983425e-01   5.850855595e-01   8.869839020e-01  -2.855493619e-13
17.058848   2.208867201e-01  -9.750665745e-01   1.322787779e+00   7.520774255e-01   2.074865205e+00  -9.750665745e-01  -2.209313872e-01   3.164679580e-01   5.894231166e-01   9.058910746e-01   9.5273151831047609e-01  -3.7081449022480228e-13  -7.245204090e-15   3.018983425e-01   5.894231166e-01   8.913214591e-01  -2.698952173e-13
17.090264   1.901552131e-01  -9.815252171e-01   1.308001578e+00   7.297179896e-01   2.037719567e+00  -9.815252171e-01  -1.902048222e-01   3.126641630e-01   5.932229780e-01   9.058871410e-01   9.5273151831048231e-01  -3.6459724128690141e-13  -3.375404229e-15   3.018983425e-01   5.932229780e-01   8.951213205e-01  -2.813305144e-13
17.121680   1.592360282e-01  -9.870155290e-01   1.292552538e+00   7.077980196e-01   2.000350558e+00  -9.870155290e-01  -1.592905977e-01   3.094136798e-01   5.964701349e-01   9.058838147e-01   9.5273151831048819e-01  -3.5871305925638808e-13  -5.540981569e-15   3.018983425e-01   5.964701349e-01   8.983684774e-01  -2.813305144e-13
17.153096   1.281596689e-01  -9.915320933e-01   1.276446304e+00   6.863487829e-01   1.962795087e+00  -9.915320933e-01  -1.282192150e-01   3.067293451e-01   5.991517613e-01   9.058811064e-01   9.5273151831054526e-01  -3.0164759579065503e-13  -3.454294908e-15   3.018983425e-01   5.991517613e-01   9.010501038e-01  -2.511324482e-13
17.184512   9.695679373e-02  -9.950704540e-01   1.259690843e+00   6.653994065e-01   1.925090249e+00  -9.950704540e-01  -9.702133085e-02   3.046217601e-01   6.012572646e-01   9.058790247e-01   9.5273151831057434e-01  -2.7255975254547593e-13  -5.297198157e-15   3.018983425e-01   6.012572646e-01   9.031556071e-01  -2.209343819e-13
17.215928   6.565818625e-02  -9.976271201e-01   1.242296467e+00   6.449768161e-01   1.887273284e+00  -9.976271201e-01  -6.572772664e-02   3.030992486e-01   6.027783279e-01   9.058775764e-01   9.5273151831059755e-01  -2.4935609133081016e-13  -2.587239945e-15   3.018983425e-01   6.027783279e-01   9.046766703e-01  -2.037259250e-13
17.247344   3.429472431e-02  -9.991995692e-01   1.224275853e+00   6.251056853e-01   1.849381539e+00  -9.991995692e-01  -3.436927839e-02   3.021678239e-01   6.037089425e-01   9.058767665e-01   9.5273151831074399e-01  -1.0291767438275201e-13  -3.969293057e-15   3.018983425e-01   6.037089425e-01   9.056072850e-01  -1.969535646e-13
17.278760   2.897349779e-03  -9.997862502e-01   1.205644042e+00   6.058083929e-01   1.811452435e+00  -9.997862502e-01  -2.976926119e-03   3.018311654e-01   6.040454323e-01   9.058765978e-01   9.5273151831077174e-01  -7.5162098767123098e-14  -5.463197385e-15   3.018983425e-01   6.040454323e-01   9.059437748e-01  -1.856292897e-13
17.310176  -2.850296201e-02  -9.993865843e-01   1.186418437e+00   5.871049894e-01   1.773523427e+00  -9.993865843e-01   2.841835672e-02   3.020906036e-01   6.037864678e-01   9.058770714e-01   9.5273151831077962e-01  -6.7279515292284486e-14  -6.250636836e-15   3.018983425e-01   6.037864678e-01   9.056848103e-01  -1.678657213e-13
17.341591  -5.987523285e-02  -9.980009661e-01   1.166618793e+00   5.690131741e-01   1.735631967e+00  -9.980009661e-01   5.978559378e-02   3.029451150e-01   6.029330717e-01   9.058781866e-01   9.5273151831077818e-01  -6.8722805224297190e-14  -4.873513202e-15   3.018983425e-01   6.029330717e-01   9.048314142e-01  -1.975086761e-13
17.373007  -9.118851219e-02  -9.956307629e-01   1.146267188e+00   5.515482792e-01   1.697815467e+00  -9.956307629e-01   9.109383646e-02   3.043913259e-01   6.014886147e-01   9.058799406e-01   9.5273151831082237e-01  -2.4535928844215960e-14  -4.231075939e-15   3.018983425e-01   6.014886147e-01   9.033869572e-01  -1.302291608e-13
17.404423  -1.224119077e-01  -9.922783136e-01   1.125387998e+00   5.347232659e-01   1.660111264e+00  -9.922783136e-01   1.223121944e-01   3.064235265e-01   5.994588023e-01   9.058823288e-01   9.5273151831079039e-01  -5.6510351953420468e-14  -1.868727908e-15   3.018983425e-01   5.994588023e-01   9.013571448e-01  -1.559863350e-13
17.435839  -1.535146157e-01  -9.879469260e-01   1.104007851e+00   5.185487274e-01   1.622556578e+00  -9.879469260e-01   1.534098662e-01   3.090336925e-01   5.968516520e-01   9.058853445e-01   9.5273151831079483e-01  -5.2069459854919842e-14  -6.384497003e-15   3.018983425e-01   5.968516520e-01   8.987499945e-01  -1.308952946e-13
17.467255  -1.844659517e-01  -9.826408739e-01   1.082155579e+00   5.030329027e-01   1.585188482e+00  -9.826408739e-01   1.843561694e-01   3.122115175e-01   5.936774618e-01   9.058889792e-01   9.5273151831077885e-01  -6.8056671409522096e-14  -2.523163322e-15   3.018983425e-01   5.936774618e-01   8.955758042e-01  -9.814371538e-14
17.498671  -2.152353805e-01  -9.763653928e-01   1.059862160e+00   4.881816990e-01   1.548043859e+00  -9.763653928e-01   2.151205711e-01   3.159444537e-01   5.899487689e-01   9.058932226e-01   9.5273151831078584e-01  -6.1062266354383610e-14  -2.354823985e-15   3.018983425e-01   5.899487689e-01   8.918471114e-01  -1.160183061e-13
17.530087  -2.457925463e-01  -9.691266745e-01   1.037160646e+00   4.739987225e-01   1.511159369e+00  -9.691266745e-01   2.456727184e-01   3.202177615e-01   5.856803006e-01   9.058980621e-01   9.5273151831079772e-01  -4.9182879990894435e-14  -1.507158011e-15   3.018983425e-01   5.856803006e-01   8.875786431e-01  -8.704148513e-14
17.561503  -2.761073028e-01  -9.609318612e-01   1.014086093e+00   4.604853194e-01   1.474571413e+00  -9.609318612e-01   2.759824675e-01   3.250145677e-01   5.808889156e-01   9.059034834e-01   9.5273151831080116e-01  -4.5741188614556449e-14  -5.886398060e-15   3.018983425e-01   5.808889156e-01   8.827872581e-01  -1.149080830e-13
17.592919  -3.061497431e-01  -9.517890386e-01   9.906754718e-01   4.476406236e-01   1.438316095e+00  -9.517890386e-01   3.060199144e-01   3.303159327e-01   5.755935374e-01   9.059094701e-01   9.5273151831082736e-01  -1.9539925233402755e-14  -4.137442849e-15   3.018983425e-01   5.755935374e-01   8.774918799e-01  -1.026956298e-13
17.624335  -3.358902285e-01  -9.417072276e-01   9.669675758e-01   4.354616146e-01   1.402429190e+00  -9.417072276e-01   3.357554237e-01   3.361009249e-01   5.698150790e-01   9.059160039e-01   9.5273151831082803e-01  -1.8873791418627661e-14  -4.953992919e-15   3.018983425e-01   5.698150790e-01   8.717134214e-01  -9.381384558e-14
17.655751  -3.652994187e-01  -9.306963753e-01   9.430029227e-01   4.239431820e-01   1.366946105e+00  -9.306963753e-01   3.651596584e-01   3.423467040e-01   5.635763604e-01   9.059230644e-01   9.5273151831083958e-01  -7.3274719625260332e-15  -5.075716505e-15   3.018983425e-01   5.635763604e-01   8.654747029e-01  -9.414691249e-14
17.687167  -3.943483001e-01  -9.187673457e-01   9.188236456e-01   4.130781984e-01   1.331901844e+00  -9.187673457e-01   3.942036085e-01   3.490286109e-01   5.569020185e-01   9.059306294e-01   9.5273151831086056e-01   1.3655743202889425e-14  -3.940769799e-15   3.018983425e-01   5.569020185e-01   8.588003610e-01  -5.395683900e-14
17.718583  -4.230082145e-01  -9.059319086e-01   8.944733787e-01   4.028575999e-01   1.297330979e+00  -9.059319086e-01   4.228586198e-01   3.561202659e-01   5.498184087e-01   9.059386746e-01   9.5273151831084735e-01   4.4408920985006262e-16  -3.793006527e-15   3.018983425e-01   5.498184087e-01   8.517167512e-01  -4.485301019e-14
17.749998  -4.512508875e-01  -8.922027279e-01   8.699971361e-01   3.932704728e-01   1.263267609e+00  -8.922027279e-01   4.510964221e-01   3.635936722e-01   5.423535015e-01   9.059471737e-01   9.5273151831084879e-01   1.8873791418627661e-15  -4.115574581e-15   3.018983425e-01   5.423535015e-01   8.442518440e-01  -2.975397706e-14
17.781414  -4.790484565e-01  -8.775933493e-01   8.454411847e-01   3.843041479e-01   1.229745333e+00  -8.775933493e-01   4.788891571e-01   3.714193273e-01   5.345367712e-01   9.059560986e-01   9.5273151831088365e-01   3.6748382115092681e-14  -4.609718873e-15   3.018983425e-01   5.345367712e-01   8.364351137e-01  -4.618527782e-14
17.812830  -5.063734980e-01  -8.621181869e-01   8.208529109e-01   3.759443000e-01   1.196797211e+00  -8.621181869e-01   5.062094060e-01   3.795663396e-01   5.263990796e-01   9.059654192e-01   9.5273151831089076e-01   4.3853809472693683e-14  -5.136289797e-15   3.018983425e-01   5.263990796e-01   8.282974221e-01  -2.831068713e-14
17.844246  -5.331990546e-01  -8.457925089e-01   7.962806826e-01   3.681750544e-01   1.164455737e+00  -8.457925089e-01   5.330302164e-01   3.880025500e-01   5.179725538e-01   9.059751037e-01   9.5273151831090008e-01   5.3179682879544998e-14  -3.637433207e-15   3.018983425e-01   5.179725538e-01   8.198708962e-01   2.664535259e-15
17.875662  -5.594986619e-01  -8.286324226e-01   7.717737065e-01   3.609790970e-01   1.132752804e+00  -8.286324226e-01   5.593251289e-01   3.966946595e-01   5.092904590e-01   9.059851184e-01   9.5273151831092084e-01   7.3940853440035426e-14  -4.395018519e-15   3.018983425e-01   5.092904590e-01   8.111888014e-01   2.220446049e-16
17.907078  -5.852463742e-01  -8.106548584e-01   7.473818808e-01   3.543377912e-01   1.101719672e+00  -8.106548584e-01   5.850682034e-01   4.056083606e-01   5.003870673e-01   9.059954279e-01   9.5273151831092329e-01   7.6383344094210770e-14  -4.184961675e-15   3.018983425e-01   5.003870673e-01   8.022854097e-01  -2.886579864e-14
17.938494  -6.104167904e-01  -7.918775533e-01   7.231556444e-01   3.482312969e-01   1.071386941e+00  -7.918775533e-01   6.102340445e-01   4.147084732e-01   4.912975220e-01   9.060059952e-01   9.5273151831091762e-01   7.0721206668622472e-14  -3.714206428e-15   3.018983425e-01   4.912975220e-01   7.931958645e-01  -2.109423747e-14
17.969910  -6.349850791e-01  -7.723190329e-01   6.991458233e-01   3.426386954e-01   1.041784519e+00  -7.723190329e-01   6.347978266e-01   4.239590829e-01   4.820576989e-01   9.060167817e-01   9.5273151831093983e-01   9.2925667161125602e-14  -4.169064632e-15   3.018983425e-01   4.820576989e-01   7.839560413e-01  -1.154631946e-14
18.001326  -6.589270027e-01  -7.519985937e-01   6.754034741e-01   3.375381157e-01   1.012941590e+00  -7.519985937e-01   6.587353183e-01   4.333236833e-01   4.727040642e-01   9.060277475e-01   9.5273151831094538e-01   9.8476782284251385e-14  -3.946030326e-15   3.018983425e-01   4.727040642e-01   7.746024067e-01   3.308464613e-14
18.032742  -6.822189417e-01  -7.309362838e-01   6.519797257e-01   3.329068649e-01   9.848865906e-01  -7.309362838e-01   6.820229063e-01   4.427653203e-01   4.632735309e-01   9.060388512e-01   9.5273151831095071e-01   1.0380585280245214e-13  -4.301286517e-15   3.018983425e-01   4.632735309e-01   7.651718734e-01   2.997602166e-14
18.064158  -7.048379180e-01  -7.091528831e-01   6.289256193e-01   3.287215597e-01   9.576471790e-01  -7.091528831e-01   7.046376188e-01   4.522467376e-01   4.538033129e-01   9.060500505e-01   9.5273151831095282e-01   1.0591527654923993e-13  -4.642210546e-15   3.018983425e-01   4.538033129e-01   7.557016554e-01   3.974598428e-14
18.095574  -7.267616173e-01  -6.866698828e-01   6.062919484e-01   3.249582599e-01   9.312502082e-01  -6.866698828e-01   7.265571483e-01   4.617305240e-01   4.443307779e-01   9.060613019e-01   9.5273151831101877e-01   1.7186252421197423e-13  -4.021476818e-15   3.018983425e-01   4.443307779e-01   7.462291204e-01   1.487698853e-14
18.126990  -7.479684111e-01  -6.635094641e-01   5.841290974e-01   3.215926030e-01   9.057217003e-01  -6.635094641e-01   7.477598730e-01   4.711792609e-01   4.348933003e-01   9.060725612e-01   9.5273151831102576e-01   1.7885692926711272e-13  -4.033709390e-15   3.018983425e-01   4.348933003e-01   7.367916428e-01   5.129230374e-14
18.158406  -7.684373785e-01  -6.396944764e-01   5.624868817e-01   3.185999389e-01   8.810868206e-01  -6.396944764e-01   7.682248786e-01   4.805556700e-01   4.255281133e-01   9.060837834e-01   9.5273151831104586e-01   1.9895196601282805e-13  -4.512575840e-15   3.018983425e-01   4.255281133e-01   7.274264558e-01   3.441691376e-14
18.189821  -7.881483264e-01  -6.152484150e-01   5.414143884e-01   3.159554649e-01   8.573698533e-01  -6.152484150e-01   7.879319789e-01   4.898227605e-01   4.162721626e-01   9.060949230e-01   9.5273151831103364e-01   1.8673951274195133e-13  -4.683075336e-15   3.018983425e-01   4.162721626e-01   7.181705050e-01   4.107825191e-14
18.221237  -8.070818093e-01  -5.901953975e-01   5.209598181e-01   3.136343591e-01   8.345941772e-01  -5.901953975e-01   8.068617354e-01   4.989439745e-01   4.071619601e-01   9.061059346e-01   9.5273151831103076e-01   1.8385293287792592e-13  -4.813641031e-15   3.018983425e-01   4.071619601e-01   7.090603025e-01   2.331468352e-14
18.252653  -8.252191490e-01  -5.645601402e-01   5.011703295e-01   3.116119136e-01   8.127822432e-01  -5.645601402e-01   8.249954766e-01   5.078833318e-01   3.982334405e-01   9.061167723e-01   9.5273151831101954e-01   1.7263968032921184e-13  -4.514287640e-15   3.018983425e-01   3.982334405e-01   7.001317830e-01   2.953193246e-14
18.284069  -8.425424528e-01  -5.383679335e-01   4.820918867e-01   3.098636654e-01   7.919555520e-01  -5.383679335e-01   8.423153166e-01   5.166055711e-01   3.895218195e-01   9.061273906e-01   9.5273151831104297e-01   1.9606538614880265e-13  -4.613038537e-15   3.018983425e-01   3.895218195e-01   6.914201620e-01   4.152234112e-14
18.315485  -8.590346308e-01  -5.116446176e-01   4.637691092e-01   3.083655241e-01   7.721346334e-01  -5.116446176e-01   8.588041723e-01   5.250762895e-01   3.810614550e-01   9.061377445e-01   9.5273151831104297e-01   1.9606538614880265e-13  -5.173506512e-15   3.018983425e-01   3.810614550e-01   6.829597975e-01   6.616929227e-14
18.346901  -8.746794132e-01  -4.844165561e-01   4.462451267e-01   3.070938986e-01   7.533390253e-01  -4.844165561e-01   8.744457806e-01   5.332620777e-01   3.728857117e-01   9.061477894e-01   9.5273151831104119e-01   1.9428902930940239e-13  -5.179639344e-15   3.018983425e-01   3.728857117e-01   6.747840542e-01   4.662936703e-14
18.378317  -8.894613662e-01  -4.567106106e-01   4.295614374e-01   3.060258181e-01   7.355872555e-01  -4.567106106e-01   8.892247140e-01   5.411306517e-01   3.650268300e-01   9.061574818e-01   9.5273151831103930e-01   1.9240165016753963e-13  -4.903170890e-15   3.018983425e-01   3.650268300e-01   6.669251725e-01   6.172840017e-14
18.409733  -9.033659073e-01  -4.285541140e-01   4.137577717e-01   3.051390508e-01   7.188968225e-01  -4.285541140e-01   9.031263963e-01   5.486509802e-01   3.575157988e-01   9.061667791e-01   9.5273151831104508e-01   1.9817480989559044e-13  -5.117309887e-15   3.018983425e-01   3.575157988e-01   6.594141413e-01   4.796163466e-14
18.441149  -9.163793193e-01  -3.999748438e-01   3.988719616e-01   3.044122176e-01   7.032841791e-01  -3.999748438e-01   9.161371166e-01   5.557934064e-01   3.503822338e-01   9.061756402e-01   9.5273151831104841e-01   2.0150547896946591e-13  -5.366556174e-15   3.018983425e-01   3.503822338e-01   6.522805762e-01   3.441691376e-14
18.472565  -9.284887645e-01  -3.710009941e-01   3.849398155e-01   3.038249003e-01   6.887647157e-01  -3.710009941e-01   9.282440429e-01   5.625297651e-01   3.436542605e-01   9.061840256e-01   9.5273151831109104e-01   2.4413804311507192e-13  -5.051240318e-15   3.018983425e-01   3.436542605e-01   6.455526030e-01   6.994405055e-14
18.503981  -9.396822967e-01  -3.416611484e-01   3.719949996e-01   3.033577457e-01   6.753527453e-01  -3.416611484e-01   9.394352345e-01   5.688334934e-01   3.373584042e-01   9.061918976e-01   9.5273151831107306e-01   2.2615243011614439e-13  -5.120820727e-15   3.018983425e-01   3.373584042e-01   6.392567467e-01   6.927791674e-14
18.535397  -9.499488735e-01  -3.119842511e-01   3.600689265e-01   3.029925627e-01   6.630614892e-01  -3.119842511e-01   9.496996543e-01   5.746797353e-01   3.315194852e-01   9.061992205e-01   9.5273151831110769e-01   2.6079138848444927e-13  -5.156785598e-15   3.018983425e-01   3.315194852e-01   6.334178277e-01   7.283063042e-14
18.566813  -9.592783667e-01  -2.819995790e-01   3.491906504e-01   3.027124137e-01   6.519030641e-01  -2.819995790e-01   9.590271791e-01   5.800454395e-01   3.261605214e-01   9.062059609e-01   9.5273151831109659e-01   2.4968915823819771e-13  -5.213260285e-15   3.018983425e-01   3.261605214e-01   6.280588638e-01   6.750155990e-14
18.598229  -9.676615728e-01  -2.517367124e-01   3.393867705e-01   3.025016997e-01   6.418884703e-01  -2.517367124e-01   9.674086098e-01   5.849094504e-01   3.213026375e-01   9.062120880e-01   9.5273151831111280e-01   2.6589841439772499e-13  -5.302949944e-15   3.018983425e-01   3.213026375e-01   6.232009800e-01   1.059152765e-13
18.629644  -9.750902217e-01  -2.212255061e-01   3.306813426e-01   3.023462378e-01   6.330275804e-01  -2.212255061e-01   9.748356806e-01   5.892525907e-01   3.169649826e-01   9.062175734e-01   9.5273151831110592e-01   2.5901503164504902e-13  -5.370993136e-15   3.018983425e-01   3.169649826e-01   6.188633251e-01   7.149836279e-14
18.661060  -9.815569849e-01  -1.904960597e-01   3.230957979e-01   3.022333320e-01   6.253291299e-01  -1.904960597e-01   9.813010666e-01   5.930577375e-01   3.131646542e-01   9.062223917e-01   9.5273151831109293e-01   2.4602542225693469e-13  -5.338549906e-15   3.018983425e-01   3.131646542e-01   6.150629967e-01   7.016609516e-14
18.692476  -9.870554830e-01  -1.595786880e-01   3.166488721e-01   3.021518363e-01   6.188007084e-01  -1.595786880e-01   9.867983917e-01   5.963098891e-01   3.099166315e-01   9.062265206e-01   9.5273151831110048e-01   2.5357493882438575e-13  -5.411069515e-15   3.018983425e-01   3.099166315e-01   6.118149740e-01   7.860379014e-14
18.723892  -9.915802917e-01  -1.285038913e-01   3.113565422e-01   3.020922100e-01   6.134487522e-01  -1.285038913e-01   9.913222346e-01   5.989962246e-01   3.072337163e-01   9.062299409e-01   9.5273151831110492e-01   2.5801583092288638e-13  -5.440211880e-15   3.018983425e-01   3.072337163e-01   6.091320588e-01   6.550315845e-14
18.755308  -9.951269472e-01  -9.730232497e-02   3.072319730e-01   3.020465646e-01   6.092785376e-01  -9.730232497e-02   9.948681337e-01   6.011061536e-01   3.051264828e-01   9.062326364e-01   9.5273151831111080e-01   2.6390001295339971e-13  -5.477263864e-15   3.018983425e-01   3.051264828e-01   6.070248253e-01   1.052491427e-13
18.786724  -9.976919508e-01  -6.600476949e-02   3.042854726e-01   3.020087035e-01   6.062941761e-01  -6.600476949e-02   9.974325921e-01   6.026313585e-01   3.036032362e-01   9.062345947e-01   9.5273151831112068e-01   2.7378099787256360e-13  -5.514940438e-15   3.018983425e-01   3.036032362e-01   6.055015787e-01   5.884182031e-14
18.818140  -9.992727720e-01  -3.464209999e-02   3.025244579e-01   3.019741522e-01   6.044986101e-01  -3.464209999e-02   9.990130809e-01   6.035658269e-01   3.026699798e-01   9.062358067e-01   9.5273151831112124e-01   2.7433610938487618e-13  -5.541869919e-15   3.018983425e-01   3.026699798e-01   6.045683223e-01   6.994405055e-14
18.849556  -9.998678515e-01  -3.245255811e-03   3.019534296e-01   3.019401804e-01   6.038936100e-01  -3.245255811e-03   9.996080415e-01   6.039058752e-01   3.023303914e-01   9.062362666e-01   9.5273151831110547e-01   2.5857094243519896e-13  -5.560417352e-15   3.018983425e-01   3.023303914e-01   6.042287339e-01   8.726352974e-14
18.880972  -9.994766020e-01   2.815479001e-02   3.025739566e-01   3.019058158e-01   6.044797724e-01   2.815479001e-02   9.992168870e-01   6.036501631e-01   3.025858094e-01   9.062359725e-01   9.5273151831110803e-01   2.6112445539183682e-13  -5.569191766e-15   3.018983425e-01   3.025858094e-01   6.044841518e-01   8.282263764e-14
18.912388  -9.980994097e-01   5.952706128e-02   3.043846707e-01   3.018718490e-01   6.062565197e-01   5.952706128e-02   9.978400035e-01   6.027996992e-01   3.034352267e-01   9.062349259e-01   9.5273151831112912e-01   2.8221869285971479e-13  -5.589403071e-15   3.018983425e-01   3.034352267e-01   6.053335691e-01   8.149037001e-14
18.943804  -9.957376330e-01   9.084060919e-02   3.073812707e-01   3.018408297e-01   6.092221004e-01   9.084060919e-02   9.954787487e-01   6.013578364e-01   3.048752954e-01   9.062331318e-01   9.5273151831110869e-01   2.6179058920661191e-13  -5.588530583e-15   3.018983425e-01   3.048752954e-01   6.067736379e-01   7.926992396e-14
18.975220  -9.923936019e-01   1.220645428e-01   3.115565370e-01   3.018170541e-01   6.133735910e-01   1.220645428e-01   9.921354515e-01   5.993302593e-01   3.069003396e-01   9.062305989e-01   9.5273151831111946e-01   2.7255975254547593e-13  -5.597990919e-15   3.018983425e-01   3.069003396e-01   6.087986821e-01   7.926992396e-14
19.006636  -9.880706152e-01   1.531680598e-01   3.169003549e-01   3.018065441e-01   6.187068989e-01   1.531680598e-01   9.878134090e-01   5.967249615e-01   3.095023778e-01   9.062273393e-01   9.5273151831110803e-01   2.6112445539183682e-13  -5.608674799e-15   3.018983425e-01   3.095023778e-01   6.114007203e-01   9.547918012e-14
19.038051  -9.827729377e-01   1.841204761e-01   3.233997488e-01   3.018170177e-01   6.252167665e-01   1.841204761e-01   9.825168837e-01   5.935522143e-01   3.126711541e-01   9.062233684e-01   9.5273151831111758e-01   2.7067237340361316e-13  -5.573332732e-15   3.018983425e-01   3.126711541e-01   6.145694966e-01   7.771561172e-14
19.069467  -9.765057954e-01   2.148912573e-01   3.310389249e-01   3.018578512e-01   6.328967761e-01   2.148912573e-01   9.762510993e-01   5.898245262e-01   3.163941787e-01   9.062187049e-01   9.5273151831111547e-01   2.6856294965682537e-13  -5.538861023e-15   3.018983425e-01   3.163941787e-01   6.182925212e-01   8.104628080e-14
19.100883  -9.692753709e-01   2.454500476e-01   3.397993240e-01   3.019400328e-01   6.417393568e-01   2.454500476e-01   9.690222352e-01   5.855565940e-01   3.206567770e-01   9.062133710e-01   9.5273151831111880e-01   2.7189361873070084e-13  -5.462873239e-15   3.018983425e-01   3.206567770e-01   6.225551195e-01   1.068034550e-13
19.132299  -9.610887971e-01   2.757667006e-01   3.496596829e-01   3.020761084e-01   6.517357913e-01   2.757667006e-01   9.608374208e-01   5.807652445e-01   3.254421469e-01   9.062073914e-01   9.5273151831113168e-01   2.8477220581635265e-13  -5.275166216e-15   3.018983425e-01   3.254421469e-01   6.273404894e-01   9.192646644e-14
